index,xmonth,xtime,yEAC,yEACr,yTSW,yTSWr
5300,1,2008-01-17 12:00:00,12120,0.9999174985562247,1,8.250144377526606e-05
5301,1,2008-01-18 12:00:00,12119,0.9998349971124495,2,0.00016500288755053212
5303,1,2008-01-19 12:00:00,12121,1.0,0,0.0
5304,1,2008-01-20 12:00:00,12121,1.0,0,0.0
5305,1,2008-01-21 12:00:00,12078,0.9964524379176636,43,0.003547562082336441
5306,1,2008-01-22 12:00:00,12077,0.9963699364738883,44,0.003630063526111707
5307,1,2008-01-23 12:00:00,12109,0.9990099826746968,12,0.0009900173253031927
5308,1,2008-01-24 12:00:00,12121,1.0,0,0.0
5309,1,2008-01-25 12:00:00,12114,0.9994224898935732,7,0.0005775101064268625
5310,1,2008-01-26 12:00:00,12111,0.9991749855622474,10,0.0008250144377526607
5311,1,2008-01-27 12:00:00,12121,1.0,0,0.0
5312,1,2008-01-28 12:00:00,12121,1.0,0,0.0
5313,1,2008-01-29 12:00:00,12121,1.0,0,0.0
5314,1,2008-01-30 12:00:00,12121,1.0,0,0.0
5315,1,2008-01-31 12:00:00,12121,1.0,0,0.0
5316,2,2008-02-01 12:00:00,12121,1.0,0,0.0
5317,2,2008-02-02 12:00:00,12121,1.0,0,0.0
5318,2,2008-02-03 12:00:00,12121,1.0,0,0.0
5319,2,2008-02-04 12:00:00,12093,0.9976899595742925,28,0.00231004042570745
5320,2,2008-02-05 12:00:00,12080,0.9966174408052141,41,0.0033825591947859086
5321,2,2008-02-06 12:00:00,12107,0.9988449797871463,14,0.001155020212853725
5322,2,2008-02-07 12:00:00,12075,0.9962049335863378,46,0.003795066413662239
5323,2,2008-02-08 12:00:00,12064,0.9952974177048098,57,0.004702582295190166
5324,2,2008-02-09 12:00:00,12054,0.9944724032670572,67,0.005527596732942826
5325,2,2008-02-10 12:00:00,12112,0.9992574870060226,9,0.0007425129939773946
5326,2,2008-02-11 12:00:00,12121,1.0,0,0.0
5327,2,2008-02-12 12:00:00,12099,0.9981849682369441,22,0.0018150317630558535
5328,2,2008-02-13 12:00:00,12080,0.9966174408052141,41,0.0033825591947859086
5329,2,2008-02-14 12:00:00,12100,0.9982674696807194,21,0.0017325303192805873
5330,2,2008-02-15 12:00:00,12121,1.0,0,0.0
5331,2,2008-02-16 12:00:00,12121,1.0,0,0.0
5332,2,2008-02-17 12:00:00,12121,1.0,0,0.0
5334,2,2008-02-18 12:00:00,12090,0.9974424552429667,31,0.0025575447570332483
5335,2,2008-02-19 12:00:00,12078,0.9964524379176636,43,0.003547562082336441
5336,2,2008-02-20 12:00:00,12012,0.991007342628496,109,0.008992657371504
5337,2,2008-02-21 12:00:00,11977,0.9881197920963617,144,0.011880207903638314
5338,2,2008-02-22 12:00:00,11995,0.9896048180843164,126,0.010395181915683524
5339,2,2008-02-23 12:00:00,12003,0.9902648296345186,118,0.009735170365481396
5340,2,2008-02-24 12:00:00,11988,0.9890273079778896,133,0.010972692022110387
5341,2,2008-02-25 12:00:00,11993,0.9894398151967659,128,0.010560184803234056
5342,2,2008-02-26 12:00:00,12021,0.9917498556224734,100,0.008250144377526606
5343,2,2008-02-27 12:00:00,12001,0.9900998267469681,120,0.009900173253031929
5344,2,2008-02-28 12:00:00,11977,0.9881197920963617,144,0.011880207903638314
5345,2,2008-02-29 12:00:00,11969,0.9874597805461596,152,0.012540219453840443
5346,3,2008-03-01 12:00:00,11976,0.9880372906525864,145,0.011962709347413579
5347,3,2008-03-02 12:00:00,11992,0.9893573137529906,129,0.010642686247009323
5348,3,2008-03-03 12:00:00,12040,0.9933173830542035,81,0.006682616945796551
5349,3,2008-03-04 12:00:00,11995,0.9896048180843164,126,0.010395181915683524
5350,3,2008-03-05 12:00:00,12000,0.9900173253031928,121,0.009982674696807194
5351,3,2008-03-06 12:00:00,12009,0.9907598382971702,112,0.0092401617028298
5352,3,2008-03-07 12:00:00,12013,0.9910898440722713,108,0.008910155927728735
5353,3,2008-03-08 12:00:00,12079,0.9965349393614388,42,0.0034650606385611747
5354,3,2008-03-09 12:00:00,12033,0.9927398729477765,88,0.007260127052223414
5355,3,2008-03-10 12:00:00,12112,0.9992574870060226,9,0.0007425129939773946
5356,3,2008-03-11 12:00:00,12030,0.9924923686164507,91,0.007507631383549212
5357,3,2008-03-12 12:00:00,12106,0.9987624783433711,15,0.001237521656628991
5358,3,2008-03-13 12:00:00,12102,0.99843247256827,19,0.0015675274317300553
